ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,CONVERSATION
10252,36,48.28,6,1738.08,5/26/2004 0:00,Shipped,2,5,2004,Motorcycles,40,S32_2206,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Small,"{
  ""Customer"": ""Bonjour, je suis le propriétaire d'Auto Canal Petit, un concessionnaire de motos à Paris. Puis-je avoir une offre spéciale sur le modèle S32_2206?"",
  ""Salesman"": ""Bonjour Monsieur Perrier, je suis ravi de faire affaire avec vous. Nous avons actuellement une promotion sur le modèle S32_2206, avec un prix réduit de 10%."",
  ""Customer"": ""C'est intéressant, mais je voulais savoir si vous avez des options de financement disponibles pour les clients comme moi."",
  ""Salesman"": ""Oui, nous travaillons avec plusieurs banques pour offrir des options de financement à nos clients. Je peux vous donner plus d'informations sur les options disponibles."",
  ""Customer"": ""Et que se passe-t-il si je décide de commander plus de 50 unités du modèle S32_2206?"",
  ""Salesman"": ""Si vous commandez plus de 50 unités, nous pourrions discuter d'une remise supplémentaire de 5% sur le prix total."",
  ""Customer"": ""Je suis intéressé par la promotion, mais je voulais savoir si vous avez des garanties sur les pièces détachées."",
  ""Salesman"": ""Oui, nous offrons une garantie de 2 ans sur les pièces détachées du modèle S32_2206. Vous pouvez également souscrire à une assurance pour prolonger la garantie."",
  ""Customer"": ""Je suis prêt à commander, mais je voulais savoir si vous pouvez livrer les motos directement à mon concessionnaire à Paris."",
  ""Salesman"": ""Oui, nous pouvons livrer les motos directement à votre concessionnaire à Paris. Je peux également vous donner un horaire de livraison précis."",
  ""Customer"": ""Je suis satisfait de la promotion et des options de financement. Je vais commander 50 unités du modèle S32_2206."",
  ""Salesman"": ""Félicitations, Monsieur Perrier! Je vais procéder à la commande et vous contacterai pour confirmer les détails de la livraison."",
  ""Customer"": ""Merci pour votre aide et votre professionnalisme. Je suis sûr que nous allons faire affaire régulièrement."",
  ""Salesman"": ""De rien, Monsieur Perrier. Je suis ravi de faire affaire avec vous et je suis sûr que nous allons travailler ensemble à l'avenir."",
  ""Customer"": ""Je voulais juste savoir si vous avez des idées pour promouvoir les ventes de motos dans la région Parisienne."",
  ""Salesman"": ""Oui, nous pourrions organiser des événements de démonstration de motos à Paris, ou même des concours de motos pour attirer l'attention des clients."",
  ""Customer"": ""C'est une excellente idée. Je vais en parler à mes équipes pour voir comment on peut les mettre en place."",
  ""Salesman"": ""Je suis ravi que vous ayez apprécié l'idée. Je suis à votre disposition si vous avez besoin de quoi que ce soit."",
  ""Customer"": ""Merci encore pour votre aide et votre temps. Je vais vous laisser maintenant."",
  ""Salesman"": ""De rien, Monsieur Perrier. Au revoir et à bientôt!""
}"
10135,45,50.36,13,2266.2,7/2/2003 0:00,Shipped,3,7,2003,Motorcycles,62,S18_3782,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,"{
  ""Customer"": ""Hi, I'm Valarie Nelson from Mini Gifts Distributors Ltd. I'm looking for a new product to stock in our motorcycle accessories section."",
  ""Salesman"": ""Hi Valarie, great to hear from you! We have some fantastic new products in the motorcycle accessories line. Can you tell me a bit more about what you're looking for?"",
  ""Customer"": ""We're looking for something that will appeal to our customers who ride Harley-Davidson motorcycles. We want to increase our sales in this area."",
  ""Salesman"": ""I think I can help you with that. We have a new line of Harley-Davidson branded accessories that are very popular. Would you like to take a look?"",
  ""Customer"": ""That sounds great. Can you show me some of the products you have in stock?"",
  ""Salesman"": ""Of course, let me show you some of our best-sellers. We have Harley-Davidson logo stickers, keychains, and even some apparel."",
  ""Customer"": ""I like the stickers and keychains. How much do they cost?"",
  ""Salesman"": ""The stickers are $5 each, and the keychains are $10 each. We also have a special deal on a bundle of both products."",
  ""Customer"": ""That sounds like a good deal. How many of each product can I order?"",
  ""Salesman"": ""You can order as many as you like, but I recommend starting with a small batch to see how they sell. We have a minimum order quantity of 10."",
  ""Customer"": ""Okay, I'll take 20 of each. Can you also throw in some of the Harley-Davidson logo stickers with the keychains?"",
  ""Salesman"": ""Absolutely, I can add those to the order for you. Your total comes out to be $2266.20."",
  ""Customer"": ""That sounds great. Can you also give me a discount since I'm ordering a large quantity?"",
  ""Salesman"": ""I can give you a 5% discount on the total order. That brings the total down to $2157.69."",
  ""Customer"": ""That's a great deal. I'll take it. Can you also give me a shipping estimate?"",
  ""Salesman"": ""Your order will be shipped out within 24 hours. You should receive it within 3-5 business days."",
  ""Customer"": ""Great, thank you for your help. I'll make sure to order from you again in the future."",
  ""Salesman"": ""You're welcome, Valarie. It was a pleasure doing business with you. We look forward to serving you again soon."",
  ""Customer"": ""Can I also get a discount on my next order if I refer a friend to your company?"",
  ""Salesman"": ""Yes, we have a referral program in place. If you refer a friend, you'll both receive a 10% discount on your next order."",
  ""Customer"": ""That sounds great. I'll definitely refer a friend to your company."",
  ""Salesman"": ""Thank you, Valarie. We appreciate your business and look forward to serving you again soon."",
  ""Customer"": ""Is there anything else I can do to promote your products to my customers?"",
  ""Salesman"": ""Actually, yes. We have a co-op advertising program that allows you to advertise our products in your store and receive a reimbursement from us."",
  ""Customer"": ""That sounds like a great idea. I'll definitely look into that."",
  ""Salesman"": ""Excellent, thank you for your interest. We'll be in touch soon to follow up on the details."",
  ""Customer"": ""Thank you for your help today. I'm looking forward to receiving my order."",
  ""Salesman"": ""You're welcome, Valarie. We'll get your order processed right away. Have a great day!"""
10223,28,60.57,5,1695.96,2/20/2004 0:00,Shipped,1,2,2004,Motorcycles,60,S18_2625,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,"{
  ""Customer"": ""Hi, I'm looking for a new motorcycle for my collection. I've heard great things about the Australian market."",
  ""Salesman"": ""G'day mate! Australian Collectors, Co. is one of our top clients. What kind of motorcycle are you looking for?"",
  ""Customer"": ""I'm interested in something with a high engine capacity, perhaps a cruiser or a touring bike."",
  ""Salesman"": ""We've got some great options in our Motorcycles product line. Have you considered our latest model, the 'Roadmaster'?"",
  ""Customer"": ""I've heard of it, but I'm not sure if it's the right fit for my collection. Can you tell me more about its features?"",
  ""Salesman"": ""The 'Roadmaster' has a powerful 1800cc engine, comfortable seating, and advanced safety features. It's a real head-turner on the road."",
  ""Customer"": ""That sounds impressive. What's the price point for this model?"",
  ""Salesman"": ""We're currently offering a special promotion for our valued clients like Australian Collectors, Co. The 'Roadmaster' is priced at $60,000, but we can offer you a discount of $5,000."",
  ""Customer"": ""That's a great deal. Can you also throw in some additional accessories, such as a luggage rack and a windscreen?"",
  ""Salesman"": ""Absolutely, we can include those extras for you. The total price would come out to be $54,000."",
  ""Customer"": ""I'm interested in purchasing the bike, but I need to discuss this with my team. Can you give me a few days to think about it?"",
  ""Salesman"": ""No worries at all. I'll send over a formal quote and we can discuss the details further. We're looking forward to doing business with you, Peter."",
  ""Customer"": ""Great, thank you for your time today. I'll be in touch soon."",
  ""Salesman"": ""You're welcome, Peter. We're excited about the possibility of working with you and Australian Collectors, Co. Have a great day!"",
  ""Customer"": ""Likewise, thanks again."",
  ""Salesman"": ""No problem, take care!"",
  ""Customer"": ""Will do."",
  ""Salesman"": ""Cheers!"",
  ""Customer"": ""Cheers!"",
  ""Salesman"": ""We'll be in touch soon."",
  ""Customer"": ""Looking forward to it."",
  ""Salesman"": ""Same here."",
  ""Customer"": ""Thanks again."",
  ""Salesman"": ""You're welcome, Peter.""
}"
10310,42,67.14,16,2819.88,10/16/2004 0:00,Shipped,4,10,2004,Motorcycles,62,S18_3782,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Small,"{
  ""Customer"": ""Hi, I'm calling from Toms Spezialitten, Ltd, a motorcycle dealership in Germany. We're interested in purchasing motorcycles for our customers."",
  ""Salesman"": ""Welcome, Henriette from Toms Spezialitten, Ltd. We have a wide range of motorcycles from top brands. Can you please tell me more about your requirements?"",
  ""Customer"": ""We're looking for something that can appeal to our customers in the EMEA region. We've had good sales with our current motorcycles, but we want to increase our market share."",
  ""Salesman"": ""I understand. Our motorcycles are designed for performance and durability. We've had great feedback from customers in the EMEA region. Can you please tell me what your budget is for this purchase?"",
  ""Customer"": ""Our budget is around 67.14 per unit, and we're looking to order 42 units. We want to make sure we're getting the best value for our money."",
  ""Salesman"": ""That's a great budget. Our motorcycles are priced competitively, and we offer a range of models that fit within your budget. Can you please tell me more about your sales strategy?"",
  ""Customer"": ""We're looking to increase our sales by 2819.88 within the next quarter. We want to make sure our customers are satisfied with their purchases and come back for more."",
  ""Salesman"": ""I understand. Our motorcycles come with a warranty and excellent after-sales service. We're confident that our products will help you meet your sales targets."",
  ""Customer"": ""That sounds great. Can you please tell me more about the different models you have available?"",
  ""Salesman"": ""We have a range of models, from entry-level to high-performance. Each model is designed to meet the needs of different customers. Can you please tell me more about your customers?"",
  ""Customer"": ""Our customers are mostly individual buyers who are looking for a reliable motorcycle for commuting and recreation."",
  ""Salesman"": ""I understand. Our motorcycles are designed for reliability and performance. We also offer financing options and trade-in programs to make it easier for your customers to purchase our products."",
  ""Customer"": ""That's great to hear. Can you please tell me more about your pricing and payment terms?"",
  ""Salesman"": ""Our pricing is competitive, and we offer flexible payment terms to suit your needs. We also offer discounts for bulk orders and loyalty programs for repeat customers."",
  ""Customer"": ""That sounds great. Can you please provide me with a quote for the 42 units we're interested in purchasing?"",
  ""Salesman"": ""I'd be happy to provide you with a quote. Based on our discussion, I estimate the total cost to be around 2819.88. Would you like me to send over a formal quote for your review?"",
  ""Customer"": ""Yes, please send over the quote. We'll review it and get back to you soon."",
  ""Salesman"": ""Great, I'll send over the quote right away. Thank you for considering our products, Henriette. I look forward to hearing from you soon."",
  ""Customer"": ""Thank you, it was a pleasure speaking with you. We'll be in touch soon."",
  ""Salesman"": ""You're welcome, Henriette. Have a great day, and I look forward to hearing from you soon.""
}"
10403,66,100.0,9,11886.6,4/8/2005 0:00,Shipped,2,4,2005,Motorcycles,193,S10_4698,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Large,"{
  ""Customer"": ""Hi, I'm from UK Collectables, Ltd. We're a collectibles store and we're looking for a new motorcycle to display in our store. Can you show me some options?"",
  ""Salesman"": ""Great to meet you, Elizabeth from UK Collectables, Ltd.! We have a wide range of motorcycles that would be perfect for display. May I show you some of our best sellers?"",
  ""Customer"": ""That sounds great, but we're looking for something specific. Do you have any motorcycles from the 1960s or 1970s?"",
  ""Salesman"": ""We actually have a few classic motorcycles from the 1960s and 1970s that might interest you. Let me show you some of our most popular models."",
  ""Customer"": ""I'd love to see them. What's the price range for these classic motorcycles?"",
  ""Salesman"": ""Our classic motorcycles typically range from $10,000 to $50,000, depending on the model and condition. Would you like to take a look at some of our most expensive models?"",
  ""Customer"": ""That's a bit out of our budget. Do you have any more affordable options?"",
  ""Salesman"": ""We actually have a few more affordable options that are still high-quality and perfect for display. Let me show you some of our more budget-friendly models."",
  ""Customer"": ""That sounds great. Can you tell me more about the materials and craftsmanship that go into these motorcycles?"",
  ""Salesman"": ""Our motorcycles are made with high-quality materials and craftsmanship to ensure they last for years to come. We also offer customization options to fit your specific needs."",
  ""Customer"": ""I'd like to see some of the customization options. Can you show me some examples?"",
  ""Salesman"": ""We can customize everything from the paint job to the engine. Let me show you some examples of our previous customizations."",
  ""Customer"": ""That's amazing. What's the process like for ordering a customized motorcycle?"",
  ""Salesman"": ""Our process is straightforward. We'll work with you to design your customized motorcycle, and then we'll build it to your specifications. We'll also provide you with a timeline for delivery."",
  ""Customer"": ""That sounds great. Can you give me a quote for a customized motorcycle?"",
  ""Salesman"": ""I can give you a quote based on the specifications we discuss. However, I'll need to know more about what you're looking for before I can give you an accurate quote."",
  ""Customer"": ""Okay, I think we're getting close to what we want. Can you show me some of the final designs and options?"",
  ""Salesman"": ""I can show you some of our previous designs and options. Let me just check with my team to see what's available."",
  ""Customer"": ""That would be great, thank you. I'm excited to see the final options."",
  ""Salesman"": ""I'll go ahead and send you some designs and options. We'll also discuss the final details and pricing. Thank you for considering our motorcycles, Elizabeth.""
}"
10308,47,63.22,4,2971.34,10/15/2004 0:00,Shipped,4,10,2004,Motorcycles,76,S24_2000,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,Frick,Steve,Small,"{
  ""Customer"": ""Hi, I'm looking to buy a new motorcycle, do you have any S24_2000 models available?"",
  ""Salesman"": ""Yes, we have a few S24_2000 models in stock, would you like to take a look at our selection?"",
  ""Customer"": ""That sounds great, I'm interested in the MSRP, how does 63.22 compare to the market price?"",
  ""Salesman"": ""Our MSRP is 76, but we're running a promotion, and we can offer you a discount, bringing the price down to 63.22"",
  ""Customer"": ""I see, what's the deal size for this product, is it a small or large order?"",
  ""Salesman"": ""This is a small order, but we can offer you a discount for bulk purchases, would you like to discuss further?"",
  ""Customer"": ""I'm not sure, can you tell me more about the product line, why are Motorcycles so popular?"",
  ""Salesman"": ""Motorcycles are popular because they offer a unique combination of style, performance, and freedom, would you like to take one for a test ride?"",
  ""Customer"": ""That sounds great, but I'm concerned about the order date, will I receive the product on time?"",
  ""Salesman"": ""Don't worry, we have a reliable shipping process, and your order will be delivered on the expected date, October 15th, 2004"",
  ""Customer"": ""Okay, that sounds good, what's the status of my order, is it shipped?"",
  ""Salesman"": ""Yes, your order has been shipped, and you should receive it within a few days"",
  ""Customer"": ""Great, thank you for your help, I think I'm ready to place the order"",
  ""Salesman"": ""Excellent, I'll process the order for you, would you like to pay with cash or credit card?"",
  ""Customer"": ""I'll use my credit card, can you take my information?"",
  ""Salesman"": ""Yes, I'll need your card number, expiration date, and security code, please provide that information"",
  ""Customer"": ""Here's my information, can you confirm the total amount I need to pay?"",
  ""Salesman"": ""Your total comes out to be 2971.34, would you like to proceed with the payment?"",
  ""Customer"": ""Yes, I'm ready to pay, thank you for your assistance"",
  ""Salesman"": ""You're welcome, your payment has been processed, and your order is confirmed, thank you for choosing us""
}"
10198,42,100.0,1,4774.56,11/27/2003 0:00,Shipped,4,11,2003,Planes,99,S700_2466,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,"{
  ""Customer"": ""Hi, I'm Arnold Cruz from Cruz & Sons Co., an aviation company based in the Philippines. We're looking for a new supplier for our airline's fleet."",
  ""Salesman"": ""Welcome, Mr. Cruz! I'm excited to hear that you're looking for a new supplier. Can you tell me more about your current fleet and what you're looking for in a new supplier?"",
  ""Customer"": ""We're currently using a mix of old and new planes, but we're looking to upgrade our fleet with more fuel-efficient models. We need a supplier that can provide us with high-quality planes at a competitive price."",
  ""Salesman"": ""That sounds like a great opportunity for us to work together. We have a range of fuel-efficient planes that might interest you. Can you tell me more about your budget and what you're looking to spend on each plane?"",
  ""Customer"": ""Our budget is around $100,000 per plane, and we're looking to purchase at least 10 planes in the next year. We also need a supplier that can provide us with after-sales support and maintenance services."",
  ""Salesman"": ""That's a great budget, and we can definitely work with that. Our planes come with a 5-year warranty, and we have a network of maintenance centers around the world that can provide you with the support you need."",
  ""Customer"": ""That sounds great. Can you also tell me more about the maintenance costs and what kind of support we can expect from your company?"",
  ""Salesman"": ""Our maintenance costs are very competitive, and we offer a range of maintenance packages that can be tailored to your needs. We also have a dedicated customer support team that's available 24/7 to answer any questions or concerns you may have."",
  ""Customer"": ""That sounds excellent. Can you also tell me more about the delivery timeline and what kind of lead time we can expect for the planes?"",
  ""Salesman"": ""We typically have a lead time of 6-12 months, depending on the model and the quantity you're looking to purchase. We can also offer expedited delivery for an additional fee if you need the planes sooner."",
  ""Customer"": ""That sounds reasonable. Can you also tell me more about the payment terms and what kind of financing options are available?"",
  ""Salesman"": ""We offer a range of payment terms, including cash, credit, and financing options. We also have a partnership with a leading aviation finance company that can provide you with competitive financing rates."",
  ""Customer"": ""That sounds great. Can you also tell me more about the certification and compliance requirements for the planes?"",
  ""Salesman"": ""Our planes are certified by the relevant aviation authorities, including the FAA and the EASA. We also comply with all relevant regulations and standards, including those related to safety and emissions."",
  ""Customer"": ""That's great to hear. Can you also tell me more about the training and support that you provide for our pilots and maintenance staff?"",
  ""Salesman"": ""We offer a range of training programs for pilots and maintenance staff, including initial training, recurrent training, and type-specific training. We also have a dedicated support team that's available to answer any questions or concerns you may have."",
  ""Customer"": ""That sounds excellent. Can you also tell me more about the pricing and what kind of discounts are available?"",
  ""Salesman"": ""We offer a range of pricing options, including discounts for bulk purchases and long-term contracts. We can also offer customized pricing for your specific needs and requirements."",
  ""Customer"": ""That sounds great. Can you also tell me more about the warranty and what kind of support you provide after the sale?"",
  ""Salesman"": ""Our warranty program provides comprehensive coverage for parts and labor for a period of 5 years or 5,000 hours, whichever comes first. We also have a dedicated customer support team that's available to answer any questions or concerns you may have after the sale.""
}"
10168,28,98.65,14,2762.2,10/28/2003 0:00,Shipped,4,10,2003,Planes,91,S700_1691,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Small,"{
  ""Customer"": ""Hi, I'm calling from Technics Stores Inc., we're an electronics store and we're interested in purchasing some planes."",
  ""Salesman"": ""Welcome to our aviation department, can I help you with a specific type of plane or would you like me to recommend some popular models?"",
  ""Customer"": ""We're looking for something with a high MSRP, we want to make a good profit on each sale."",
  ""Salesman"": ""In that case, I'd recommend our high-end commercial planes, they have an MSRP of around 91 dollars and are very popular among our clients."",
  ""Customer"": ""How many of these planes can we order at once, and what's the expected delivery time?"",
  ""Salesman"": ""We can offer you a quantity of up to 28 planes at a time, and delivery is usually within 1-2 quarters, depending on our production schedule.""
}"
10275,41,81.89,18,3357.49,7/23/2004 0:00,Shipped,3,7,2004,Planes,68,S24_3949,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,"{
  ""Customer"": ""Hello, I'm looking for a new plane for my gift shop, La Rochelle Gifts, in Nantes, France."",
  ""Salesman"": ""Welcome, Janine Labrune, I'd be happy to assist you in finding the perfect plane for your gift shop. Can you please tell me what type of plane are you looking for?"",
  ""Customer"": ""I'm interested in a medium-sized plane, something that will fit well in our store."",
  ""Salesman"": ""We have a few options that might interest you. Our Planes product line offers a variety of sizes and styles. Can you please take a look at our catalog?"",
  ""Customer"": ""I've taken a look at the catalog, but I'm not sure which one to choose. Can you recommend something based on our store's theme?"",
  ""Salesman"": ""Based on your store's theme, I think our 'Planes' product would be a great fit. It's a popular item that's sure to attract customers."",
  ""Customer"": ""How much does the 'Planes' product cost, and what's the expected profit margin?"",
  ""Salesman"": ""The 'Planes' product has a price of 81.89, and our sales team has reported an average profit margin of 40% on this item."",
  ""Customer"": ""That sounds good. Can you tell me more about the sales history of this product?"",
  ""Salesman"": ""Our sales data shows that this product has been selling well in the past, with a total sales revenue of 3357.49 for this order."",
  ""Customer"": ""I'd like to place an order for 41 units of the 'Planes' product. Can you confirm the order details?"",
  ""Salesman"": ""I've confirmed the order details. You will receive 41 units of the 'Planes' product at a price of 81.89 per unit, with a total sales revenue of 3357.49."",
  ""Customer"": ""What's the expected delivery time for the order?"",
  ""Salesman"": ""Our shipping team will process the order immediately, and you can expect delivery within 1-2 weeks."",
  ""Customer"": ""That sounds great. Can you provide me with a copy of the order confirmation?"",
  ""Salesman"": ""I've sent you a copy of the order confirmation via email. If you have any further questions, please don't hesitate to contact me."",
  ""Customer"": ""Thank you for your help and assistance. I look forward to receiving my order."",
  ""Salesman"": ""You're welcome, Janine. It was a pleasure doing business with you. If you need anything else, please don't hesitate to contact me."",
  ""Customer"": ""I'll definitely keep that in mind. Have a great day."",
  ""Salesman"": ""You too, Janine. Have a great day.""
}"
10120,24,100.0,7,3417.12,4/29/2003 0:00,Shipped,2,4,2003,Planes,118,S700_2834,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,"{
  ""Customer"": ""Hi, I'm calling from Australian Collectors, Co. about our plane collection. We're looking to add some new planes to our collection."",
  ""Salesman"": ""Welcome to our aviation department, Australian Collectors, Co. I'd be happy to help you find the perfect planes for your collection. Can you tell me what type of planes you're interested in?"",
  ""Customer"": ""We're particularly interested in planes from the 20th century. We've heard great things about the Boeing 747."",
  ""Salesman"": ""The Boeing 747 is a classic. We have a few models available, including a 1:100 scale model that's highly detailed and accurate."",
  ""Customer"": ""That sounds great. Can you tell me more about the price and availability of the 1:100 scale model?"",
  ""Salesman"": ""The price for the 1:100 scale model is $1,200. As for availability, we have a few in stock and can order more if needed."",
  ""Customer"": ""That's a bit above our budget. Do you have any other options available in the $100-$500 range?"",
  ""Salesman"": ""Yes, we have a 1:50 scale model of the Boeing 747 available for $350. It's a great option if you're looking for a more affordable model."",
  ""Customer"": ""That sounds like a good option. Can you also throw in a display case for the model?"",
  ""Salesman"": ""We can definitely include a display case with the purchase of the model. The total price would be $425."",
  ""Customer"": ""That sounds great. Can I place an order for the 1:50 scale model and display case?"",
  ""Salesman"": ""Yes, you can place an order for the 1:50 scale model and display case. I'll go ahead and process the order for you."",
  ""Customer"": ""Great, thank you so much for your help. We're looking forward to receiving our new plane model."",
  ""Salesman"": ""You're welcome, Australian Collectors, Co. I'm glad I could assist you in finding the perfect plane model for your collection. We'll get it shipped out to you right away.""
}"
10284,22,100.0,3,2310.88,8/21/2004 0:00,Shipped,3,8,2004,Planes,109,S24_1785,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small,"{
  ""Customer"": ""Hi, I'm looking for some unique gift ideas for my customers. Do you have any suggestions for novelty items?"",
  ""Salesman"": ""Absolutely, we have a wide range of novelty items, including some exclusive gifts that are perfect for your customers. Can you tell me a bit more about your customers and what kind of gifts they're interested in?"",
  ""Customer"": ""Well, they're mostly tourists visiting Norway, and they're interested in things related to aviation, since they're visiting Oslo."",
  ""Salesman"": ""That's a great niche! We have some fantastic aviation-themed gifts that are sure to delight your customers. Let me show you some of our best-selling items."",
  ""Customer"": ""That sounds great. What kind of items do you have?"",
  ""Salesman"": ""We have model airplanes, aviation-themed posters, and even some unique collectibles related to flight. Would you like to see some of our top picks?"",
  ""Customer"": ""Yes, please. I'd love to see some examples."",
  ""Salesman"": ""Here are a few of our most popular items: a scale model of a Norwegian F-16 fighter jet, a vintage-style poster of a Boeing 737, and a limited edition collectible figurine of a commercial airliner."",
  ""Customer"": ""Wow, those look amazing. I think my customers would love those. Can I place an order for 22 of each item?"",
  ""Salesman"": ""I can definitely arrange that for you. Would you like me to include any additional items or services, such as gift wrapping or expedited shipping?"",
  ""Customer"": ""Yes, please. I'd like to have them gift wrapped and expedited shipping to ensure they arrive on time."",
  ""Salesman"": ""I've taken care of that for you. Your total comes out to be $2,310.88. Would you like to pay by credit card or bank transfer?"",
  ""Customer"": ""I'll pay by credit card. Can you send me a confirmation email with the details?"",
  ""Salesman"": ""You'll receive a confirmation email shortly with all the details. Thank you for your order, and I hope your customers enjoy their gifts!"",
  ""Customer"": ""Thanks for your help. I really appreciate it."",
  ""Salesman"": ""It was my pleasure to assist you. If you have any other questions or need further assistance, don't hesitate to reach out."",
  ""Customer"": ""Will do. Have a great day!"",
  ""Salesman"": ""You too!"",
  ""Customer"": ""By the way, what's the status of my order?"",
  ""Salesman"": ""Your order has been shipped and is on its way to you. You should receive it within the next few days."",
  ""Customer"": ""Great, thank you for letting me know."",
  ""Salesman"": ""You're welcome. If you have any other questions or need anything else, just let me know."",
  ""Customer"": ""No, that's all for now. Thanks again for your help."",
  ""Salesman"": ""You're welcome. Have a great day!""
}"
10210,31,100.0,17,5719.5,1/12/2004 0:00,Shipped,1,1,2004,Planes,157,S18_1662,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium,"{
  ""Customer"": ""Hi, I'm Mory from Osaka Souveniers Co. and we're interested in purchasing some planes for our souvenir shop."",
  ""Salesman"": ""Hello Mory, great to hear from you! We have a wide range of planes available, from small models to large-scale replicas. Can you please tell me what type of planes you're looking for?"",
  ""Customer"": ""We're looking for something unique and eye-catching to display in our shop. Do you have any planes that are designed specifically for souvenir shops?"",
  ""Salesman"": ""Yes, we do have a line of souvenir planes that are perfect for shops like yours. They come in various designs and sizes, and we can even customize them with your company's logo."",
  ""Customer"": ""That sounds great! Can you show me some examples of the planes you have available?"",
  ""Salesman"": ""Of course, I'd be happy to show you some examples. Let me just check what we have in stock. (pause) Okay, I have some beautiful planes with a traditional Japanese design that I think you'll love."",
  ""Customer"": ""I'd love to see those! How much do they cost?"",
  ""Salesman"": ""The price of the planes varies depending on the size and design, but I can offer you a special discount since you're a repeat customer. Would you like me to give you a quote?"",
  ""Customer"": ""Yes, please. And can you also tell me about the shipping and delivery process?"",
  ""Salesman"": ""We offer fast and reliable shipping to Japan, and we'll take care of all the logistics for you. You can expect to receive your order within 7-10 business days."",
  ""Customer"": ""That sounds great. What about payment terms?"",
  ""Salesman"": ""We accept all major credit cards and we also offer a 30-day payment term for large orders. Would you like to place an order today?"",
  ""Customer"": ""Yes, I'd like to place an order for 31 planes. Can you confirm the total amount and the shipping details?"",
  ""Salesman"": ""The total amount comes out to be $5719.50, and I've already sent you the shipping details via email. Is there anything else I can help you with?"",
  ""Customer"": ""No, that's all. Thank you for your help and assistance."",
  ""Salesman"": ""You're welcome, Mory. It was a pleasure doing business with you. I'll make sure to get your order processed and shipped out as soon as possible."",
  ""Customer"": ""Great, thank you. I look forward to receiving my order."",
  ""Salesman"": ""You're welcome, Mory. Have a great day!"",
  ""Customer"": ""You too!"",
  ""Salesman"": ""Thank you for choosing our company, Osaka Souveniers Co. We appreciate your business."",
  ""Customer"": ""Thank you!"",
  ""Salesman"": ""Goodbye, Mory."",
  ""Customer"": ""Goodbye."",
  ""Salesman"": ""Have a great day!"",
  ""Customer"": ""You too!"",
  ""Salesman"": ""Thank you for your time, Mory."",
  ""Customer"": ""You're welcome."",
  ""Salesman"": ""Goodbye."",
  ""Customer"": ""Goodbye.""
}"
